creare_cont_utilizator,2026-06-01T21:19:49
login_utilizator,2026-06-01T21:19:50
adaugare_curs,2026-06-01T21:19:50
afisare_cursuri,2026-06-01T21:19:50
cautare_curs_titlu,2026-06-01T21:19:50
adaugare_lectie,2026-06-01T21:19:50
adaugare_quiz,2026-06-01T21:19:50
rezolvare_quiz,2026-06-01T21:19:50
generare_certificat,2026-06-01T21:19:50
cursuri_student,2026-06-01T21:19:50
studenti_la_curs,2026-06-01T21:19:50
